Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_seconds,SessionType,Year,Race,pirelliCompound
0 days 01:02:57.947000,VER,1,0 days 00:01:37.980000,11.0,4.0,,,0 days 00:00:31.313000,0 days 00:00:42.513000,0 days 00:00:24.154000,0 days 01:01:51.280000,0 days 01:02:33.793000,0 days 01:02:57.947000,230.0,240.0,275.0,281.0,False,SOFT,6.0,False,Red Bull Racing,0 days 01:01:19.967000,,1,,,,False,True,97.98,FP1,2023,Bahrain Grand Prix,C3
0 days 01:04:36.118000,VER,1,0 days 00:01:38.171000,12.0,4.0,,,0 days 00:00:31.434000,0 days 00:00:42.580000,0 days 00:00:24.157000,0 days 01:03:29.381000,0 days 01:04:11.961000,0 days 01:04:36.118000,231.0,245.0,275.0,285.0,False,SOFT,7.0,False,Red Bull Racing,0 days 01:02:57.947000,,1,,,,False,True,98.171,FP1,2023,Bahrain Grand Prix,C3
0 days 01:06:14.692000,VER,1,0 days 00:01:38.574000,13.0,4.0,,,0 days 00:00:31.354000,0 days 00:00:42.644000,0 days 00:00:24.576000,0 days 01:05:07.472000,0 days 01:05:50.116000,0 days 01:06:14.692000,230.0,246.0,273.0,285.0,False,SOFT,8.0,False,Red Bull Racing,0 days 01:04:36.118000,,1,,,,False,True,98.574,FP1,2023,Bahrain Grand Prix,C3
0 days 01:07:53.166000,VER,1,0 days 00:01:38.474000,14.0,4.0,,,0 days 00:00:31.448000,0 days 00:00:42.760000,0 days 00:00:24.266000,0 days 01:06:46.140000,0 days 01:07:28.900000,0 days 01:07:53.166000,228.0,247.0,275.0,290.0,False,SOFT,9.0,False,Red Bull Racing,0 days 01:06:14.692000,,1,,,,False,True,98.474,FP1,2023,Bahrain Grand Prix,C3
0 days 01:09:31.504000,VER,1,0 days 00:01:38.338000,15.0,4.0,,,0 days 00:00:31.333000,0 days 00:00:42.724000,0 days 00:00:24.281000,0 days 01:08:24.499000,0 days 01:09:07.223000,0 days 01:09:31.504000,229.0,245.0,275.0,290.0,False,SOFT,10.0,False,Red Bull Racing,0 days 01:07:53.166000,,1,,,,False,True,98.338,FP1,2023,Bahrain Grand Prix,C3
0 days 01:11:10.346000,VER,1,0 days 00:01:38.842000,16.0,4.0,,,0 days 00:00:31.425000,0 days 00:00:42.780000,0 days 00:00:24.637000,0 days 01:10:02.929000,0 days 01:10:45.709000,0 days 01:11:10.346000,226.0,242.0,278.0,287.0,False,SOFT,11.0,False,Red Bull Racing,0 days 01:09:31.504000,,1,,,,False,True,98.842,FP1,2023,Bahrain Grand Prix,C3
0 days 01:12:48.907000,VER,1,0 days 00:01:38.561000,17.0,4.0,,,0 days 00:00:31.360000,0 days 00:00:42.800000,0 days 00:00:24.401000,0 days 01:11:41.706000,0 days 01:12:24.506000,0 days 01:12:48.907000,227.0,248.0,277.0,298.0,False,SOFT,12.0,False,Red Bull Racing,0 days 01:11:10.346000,,12,,,,False,True,98.561,FP1,2023,Bahrain Grand Prix,C3
0 days 01:14:27.530000,VER,1,0 days 00:01:38.623000,18.0,4.0,,,0 days 00:00:31.487000,0 days 00:00:42.703000,0 days 00:00:24.433000,0 days 01:13:20.394000,0 days 01:14:03.097000,0 days 01:14:27.530000,229.0,247.0,277.0,289.0,False,SOFT,13.0,False,Red Bull Racing,0 days 01:12:48.907000,,1,,,,False,True,98.623,FP1,2023,Bahrain Grand Prix,C3
0 days 01:16:06.780000,VER,1,0 days 00:01:39.250000,19.0,4.0,,,0 days 00:00:31.574000,0 days 00:00:43.135000,0 days 00:00:24.541000,0 days 01:14:59.104000,0 days 01:15:42.239000,0 days 01:16:06.780000,231.0,244.0,275.0,290.0,False,SOFT,14.0,False,Red Bull Racing,0 days 01:14:27.530000,,1,,,,False,True,99.25,FP1,2023,Bahrain Grand Prix,C3
0 days 01:18:54.165000,VER,1,,20.0,4.0,,,0 days 00:00:43.067000,0 days 00:01:10.551000,0 days 00:00:53.770000,0 days 01:16:50.027000,0 days 01:18:00.526000,0 days 01:18:54.478000,124.0,115.0,63.0,187.0,False,SOFT,15.0,False,Red Bull Racing,0 days 01:16:06.780000,,1,,,,False,False,,FP1,2023,Bahrain Grand Prix,C3
0 days 01:21:06.991000,VER,1,0 days 00:02:12.826000,21.0,4.0,,0 days 01:21:05.163000,0 days 00:01:00.371000,0 days 00:00:43.894000,0 days 00:00:28.561000,0 days 01:19:54.536000,0 days 01:20:38.430000,0 days 01:21:06.991000,220.0,240.0,,180.0,False,SOFT,16.0,False,Red Bull Racing,0 days 01:18:54.165000,,1,,,,False,False,132.826,FP1,2023,Bahrain Grand Prix,C3
0 days 00:17:16.170000,SAR,2,,1.0,1.0,0 days 00:15:04.688000,0 days 00:17:14.326000,,0 days 00:00:52.697000,0 days 00:00:35.078000,,0 days 00:16:41.217000,0 days 00:17:16.170000,176.0,200.0,,116.0,False,HARD,1.0,True,Williams,0 days 00:15:04.688000,,1,,,,False,False,,FP1,2023,Bahrain Grand Prix,C1
0 days 00:25:00.481000,SAR,2,,2.0,2.0,0 days 00:22:36.789000,,,0 days 00:00:49.456000,0 days 00:00:32.077000,,0 days 00:24:28.553000,0 days 00:25:00.521000,154.0,232.0,278.0,152.0,False,HARD,2.0,False,Williams,0 days 00:17:16.170000,,1,,,,False,False,,FP1,2023,Bahrain Grand Prix,C1
0 days 00:26:36.988000,SAR,2,0 days 00:01:36.507000,3.0,2.0,,,0 days 00:00:30.996000,0 days 00:00:41.726000,0 days 00:00:23.785000,0 days 00:25:31.477000,0 days 00:26:13.203000,0 days 00:26:36.988000,234.0,266.0,280.0,310.0,True,HARD,3.0,False,Williams,0 days 00:25:00.481000,,1,,,,False,True,96.507,FP1,2023,Bahrain Grand Prix,C1
0 days 00:28:45.660000,SAR,2,0 days 00:02:08.672000,4.0,2.0,,,0 days 00:00:40.236000,0 days 00:00:57.014000,0 days 00:00:31.422000,0 days 00:27:17.224000,0 days 00:28:14.238000,0 days 00:28:45.660000,146.0,168.0,280.0,290.0,False,HARD,4.0,False,Williams,0 days 00:26:36.988000,,1,,,,False,True,128.672,FP1,2023,Bahrain Grand Prix,C1
0 days 00:30:21.762000,SAR,2,0 days 00:01:36.102000,5.0,2.0,,,0 days 00:00:30.495000,0 days 00:00:41.775000,0 days 00:00:23.832000,0 days 00:29:16.155000,0 days 00:29:57.930000,0 days 00:30:21.762000,237.0,266.0,281.0,311.0,True,HARD,5.0,False,Williams,0 days 00:28:45.660000,,1,,,,False,True,96.102,FP1,2023,Bahrain Grand Prix,C1
0 days 00:32:37.115000,SAR,2,0 days 00:02:15.353000,6.0,2.0,,,0 days 00:00:42.365000,0 days 00:01:01.422000,0 days 00:00:31.566000,0 days 00:31:04.127000,0 days 00:32:05.549000,0 days 00:32:37.115000,117.0,198.0,283.0,300.0,False,HARD,6.0,False,Williams,0 days 00:30:21.762000,,1,,,,False,True,135.353,FP1,2023,Bahrain Grand Prix,C1
0 days 00:34:13.274000,SAR,2,0 days 00:01:36.159000,7.0,2.0,,,0 days 00:00:30.379000,0 days 00:00:41.744000,0 days 00:00:24.036000,0 days 00:33:07.494000,0 days 00:33:49.238000,0 days 00:34:13.274000,235.0,266.0,281.0,315.0,False,HARD,7.0,False,Williams,0 days 00:32:37.115000,,1,,,,False,True,96.159,FP1,2023,Bahrain Grand Prix,C1
0 days 00:36:14.133000,SAR,2,0 days 00:02:00.859000,8.0,2.0,,0 days 00:36:12.337000,0 days 00:00:38.582000,0 days 00:00:51.917000,0 days 00:00:30.360000,0 days 00:34:51.856000,0 days 00:35:43.773000,0 days 00:36:14.133000,178.0,200.0,,291.0,False,HARD,8.0,False,Williams,0 days 00:34:13.274000,,1,,,,False,False,120.859,FP1,2023,Bahrain Grand Prix,C1
0 days 00:47:13.340000,SAR,2,,9.0,3.0,0 days 00:45:00.890000,,,0 days 00:00:54.037000,0 days 00:00:26.210000,,0 days 00:46:47.294000,0 days 00:47:13.434000,145.0,187.0,281.0,176.0,False,MEDIUM,1.0,True,Williams,0 days 00:36:14.133000,,1,,,,False,False,,FP1,2023,Bahrain Grand Prix,C2
0 days 00:48:49.089000,SAR,2,0 days 00:01:35.749000,10.0,3.0,,,0 days 00:00:30.404000,0 days 00:00:41.477000,0 days 00:00:23.868000,0 days 00:47:43.744000,0 days 00:48:25.221000,0 days 00:48:49.089000,236.0,266.0,279.0,312.0,True,MEDIUM,2.0,True,Williams,0 days 00:47:13.340000,,1,,,,False,True,95.749,FP1,2023,Bahrain Grand Prix,C2
0 days 00:51:07.984000,SAR,2,0 days 00:02:18.895000,11.0,3.0,,,0 days 00:00:43.082000,0 days 00:01:05.035000,0 days 00:00:30.778000,0 days 00:49:32.171000,0 days 00:50:37.206000,0 days 00:51:07.984000,91.0,79.0,282.0,271.0,False,MEDIUM,3.0,True,Williams,0 days 00:48:49.089000,,1,,,,False,True,138.895,FP1,2023,Bahrain Grand Prix,C2
0 days 00:52:43.968000,SAR,2,0 days 00:01:35.984000,12.0,3.0,,,0 days 00:00:30.408000,0 days 00:00:41.632000,0 days 00:00:23.944000,0 days 00:51:38.392000,0 days 00:52:20.024000,0 days 00:52:43.968000,237.0,268.0,278.0,316.0,False,MEDIUM,4.0,True,Williams,0 days 00:51:07.984000,,12,,,,False,True,95.984,FP1,2023,Bahrain Grand Prix,C2
0 days 00:54:42.086000,SAR,2,0 days 00:01:58.118000,13.0,3.0,,0 days 00:54:40.301000,0 days 00:00:37.678000,0 days 00:00:49.954000,0 days 00:00:30.486000,0 days 00:53:21.646000,0 days 00:54:11.600000,0 days 00:54:42.086000,179.0,192.0,,162.0,False,MEDIUM,5.0,True,Williams,0 days 00:52:43.968000,,1,,,,False,False,118.118,FP1,2023,Bahrain Grand Prix,C2
0 days 01:03:06.356000,SAR,2,,14.0,4.0,0 days 01:01:13.466000,,,0 days 00:00:43.969000,0 days 00:00:25.220000,,0 days 01:02:41.246000,0 days 01:03:06.386000,231.0,252.0,278.0,191.0,False,HARD,9.0,False,Williams,0 days 00:54:42.086000,,1,,,,False,False,,FP1,2023,Bahrain Grand Prix,C1
0 days 01:04:45.703000,SAR,2,0 days 00:01:39.347000,15.0,4.0,,,0 days 00:00:31.523000,0 days 00:00:43.424000,0 days 00:00:24.400000,0 days 01:03:37.879000,0 days 01:04:21.303000,0 days 01:04:45.703000,233.0,254.0,275.0,300.0,False,HARD,10.0,False,Williams,0 days 01:03:06.356000,,1,,,,False,True,99.347,FP1,2023,Bahrain Grand Prix,C1
0 days 01:06:25.629000,SAR,2,0 days 00:01:39.926000,16.0,4.0,,,0 days 00:00:31.666000,0 days 00:00:43.614000,0 days 00:00:24.646000,0 days 01:05:17.369000,0 days 01:06:00.983000,0 days 01:06:25.629000,231.0,251.0,274.0,296.0,False,HARD,11.0,False,Williams,0 days 01:04:45.703000,,1,,,,False,True,99.926,FP1,2023,Bahrain Grand Prix,C1
0 days 01:08:05.613000,SAR,2,0 days 00:01:39.984000,17.0,4.0,,,0 days 00:00:31.773000,0 days 00:00:43.608000,0 days 00:00:24.603000,0 days 01:06:57.402000,0 days 01:07:41.010000,0 days 01:08:05.613000,231.0,248.0,276.0,297.0,False,HARD,12.0,False,Williams,0 days 01:06:25.629000,,1,,,,False,True,99.984,FP1,2023,Bahrain Grand Prix,C1
0 days 01:09:45.811000,SAR,2,0 days 00:01:40.198000,18.0,4.0,,,0 days 00:00:31.635000,0 days 00:00:43.887000,0 days 00:00:24.676000,0 days 01:08:37.248000,0 days 01:09:21.135000,0 days 01:09:45.811000,231.0,250.0,276.0,298.0,False,HARD,13.0,False,Williams,0 days 01:08:05.613000,,1,,,,False,True,100.198,FP1,2023,Bahrain Grand Prix,C1
0 days 01:11:25.774000,SAR,2,0 days 00:01:39.963000,19.0,4.0,,,0 days 00:00:31.695000,0 days 00:00:43.651000,0 days 00:00:24.617000,0 days 01:10:17.506000,0 days 01:11:01.157000,0 days 01:11:25.774000,232.0,250.0,275.0,299.0,False,HARD,14.0,False,Williams,0 days 01:09:45.811000,,1,,,,False,True,99.963,FP1,2023,Bahrain Grand Prix,C1
0 days 01:13:06.258000,SAR,2,0 days 00:01:40.484000,20.0,4.0,,,0 days 00:00:31.794000,0 days 00:00:43.941000,0 days 00:00:24.749000,0 days 01:11:57.568000,0 days 01:12:41.509000,0 days 01:13:06.258000,229.0,243.0,275.0,299.0,False,HARD,15.0,False,Williams,0 days 01:11:25.774000,,12,,,,False,True,100.484,FP1,2023,Bahrain Grand Prix,C1
0 days 01:14:46.520000,SAR,2,0 days 00:01:40.262000,21.0,4.0,,,0 days 00:00:31.765000,0 days 00:00:43.801000,0 days 00:00:24.696000,0 days 01:13:38.023000,0 days 01:14:21.824000,0 days 01:14:46.520000,229.0,244.0,276.0,298.0,False,HARD,16.0,False,Williams,0 days 01:13:06.258000,,1,,,,False,True,100.262,FP1,2023,Bahrain Grand Prix,C1
0 days 01:16:26.775000,SAR,2,0 days 00:01:40.255000,22.0,4.0,,,0 days 00:00:31.723000,0 days 00:00:43.707000,0 days 00:00:24.825000,0 days 01:15:18.243000,0 days 01:16:01.950000,0 days 01:16:26.775000,229.0,252.0,276.0,298.0,False,HARD,17.0,False,Williams,0 days 01:14:46.520000,,1,,,,False,True,100.255,FP1,2023,Bahrain Grand Prix,C1
0 days 01:18:42.647000,SAR,2,0 days 00:02:15.872000,23.0,4.0,,,0 days 00:00:37.409000,0 days 00:00:57.859000,0 days 00:00:40.604000,0 days 01:17:04.184000,0 days 01:18:02.043000,0 days 01:18:42.647000,172.0,131.0,58.0,288.0,False,HARD,18.0,False,Williams,0 days 01:16:26.775000,,1,,,,False,True,135.872,FP1,2023,Bahrain Grand Prix,C1
0 days 01:21:03.898000,SAR,2,0 days 00:02:21.251000,24.0,4.0,,0 days 01:21:02.038000,0 days 00:01:02.741000,0 days 00:00:49.860000,0 days 00:00:28.650000,0 days 01:19:45.388000,0 days 01:20:35.248000,0 days 01:21:03.898000,163.0,244.0,,172.0,False,HARD,19.0,False,Williams,0 days 01:18:42.647000,,1,,,,False,False,141.251,FP1,2023,Bahrain Grand Prix,C1
0 days 00:17:22.119000,NOR,4,,1.0,1.0,0 days 00:15:13.282000,,,0 days 00:00:51.379000,0 days 00:00:28.165000,,0 days 00:16:54.108000,0 days 00:17:22.217000,215.0,181.0,277.0,201.0,False,MEDIUM,1.0,True,McLaren,0 days 00:15:13.282000,,1,,,,False,False,,FP1,2023,Bahrain Grand Prix,C2
0 days 00:18:59.581000,NOR,4,0 days 00:01:37.462000,2.0,1.0,,,0 days 00:00:30.880000,0 days 00:00:42.015000,0 days 00:00:24.567000,0 days 00:17:52.999000,0 days 00:18:35.014000,0 days 00:18:59.581000,233.0,263.0,276.0,309.0,True,MEDIUM,2.0,True,McLaren,0 days 00:17:22.119000,,1,,,,False,True,97.462,FP1,2023,Bahrain Grand Prix,C2
0 days 00:21:24.988000,NOR,4,0 days 00:02:25.407000,3.0,1.0,,,0 days 00:00:54.971000,0 days 00:01:00.953000,0 days 00:00:29.483000,0 days 00:19:54.552000,0 days 00:20:55.505000,0 days 00:21:24.988000,80.0,162.0,278.0,142.0,False,MEDIUM,3.0,True,McLaren,0 days 00:18:59.581000,,1,,,,False,True,145.407,FP1,2023,Bahrain Grand Prix,C2
0 days 00:23:01.476000,NOR,4,0 days 00:01:36.488000,4.0,1.0,,,0 days 00:00:30.765000,0 days 00:00:41.639000,0 days 00:00:24.084000,0 days 00:21:55.753000,0 days 00:22:37.392000,0 days 00:23:01.476000,235.0,264.0,278.0,308.0,True,MEDIUM,4.0,True,McLaren,0 days 00:21:24.988000,,1,,,,False,True,96.488,FP1,2023,Bahrain Grand Prix,C2
0 days 00:24:58.168000,NOR,4,0 days 00:01:56.692000,5.0,1.0,,0 days 00:24:56.396000,0 days 00:00:33.195000,0 days 00:00:52.169000,0 days 00:00:31.328000,0 days 00:23:34.671000,0 days 00:24:26.840000,0 days 00:24:58.168000,196.0,230.0,,246.0,False,MEDIUM,5.0,True,McLaren,0 days 00:23:01.476000,,1,,,,False,False,116.692,FP1,2023,Bahrain Grand Prix,C2
0 days 00:42:28.085000,NOR,4,,6.0,2.0,0 days 00:40:33.442000,,,0 days 00:00:48.280000,0 days 00:00:32.294000,,0 days 00:41:55.878000,0 days 00:42:28.127000,185.0,194.0,278.0,152.0,False,MEDIUM,6.0,False,McLaren,0 days 00:24:58.168000,,1,,,,False,False,,FP1,2023,Bahrain Grand Prix,C2
0 days 00:44:06.982000,NOR,4,0 days 00:01:38.897000,7.0,2.0,,,0 days 00:00:30.494000,0 days 00:00:41.458000,0 days 00:00:26.945000,0 days 00:42:58.579000,0 days 00:43:40.037000,0 days 00:44:06.982000,234.0,264.0,248.0,296.0,False,MEDIUM,7.0,False,McLaren,0 days 00:42:28.085000,,1,,,,False,True,98.897,FP1,2023,Bahrain Grand Prix,C2
0 days 00:46:01.514000,NOR,4,0 days 00:01:54.532000,8.0,2.0,,0 days 00:45:59.670000,0 days 00:00:33.468000,0 days 00:00:50.043000,0 days 00:00:31.021000,0 days 00:44:40.450000,0 days 00:45:30.493000,0 days 00:46:01.514000,220.0,244.0,,230.0,False,MEDIUM,8.0,False,McLaren,0 days 00:44:06.982000,,1,,,,False,False,114.532,FP1,2023,Bahrain Grand Prix,C2
0 days 00:51:35.936000,NOR,4,,9.0,3.0,0 days 00:49:36.651000,,,0 days 00:00:53.277000,0 days 00:00:27.927000,,0 days 00:51:08.227000,0 days 00:51:36.023000,158.0,165.0,278.0,139.0,False,SOFT,1.0,True,McLaren,0 days 00:46:01.514000,,1,,,,False,False,,FP1,2023,Bahrain Grand Prix,C3
0 days 00:53:45.057000,NOR,4,0 days 00:02:09.121000,10.0,3.0,,,0 days 00:00:41.408000,0 days 00:00:59.842000,0 days 00:00:27.871000,0 days 00:52:17.344000,0 days 00:53:17.186000,0 days 00:53:45.057000,154.0,160.0,278.0,309.0,False,SOFT,2.0,True,McLaren,0 days 00:51:35.936000,,12,,,,False,True,129.121,FP1,2023,Bahrain Grand Prix,C3
0 days 00:55:19.222000,NOR,4,0 days 00:01:34.165000,11.0,3.0,,,0 days 00:00:29.958000,0 days 00:00:40.579000,0 days 00:00:23.628000,0 days 00:54:15.015000,0 days 00:54:55.594000,0 days 00:55:19.222000,238.0,262.0,280.0,307.0,True,SOFT,3.0,True,McLaren,0 days 00:53:45.057000,,1,,,,False,True,94.165,FP1,2023,Bahrain Grand Prix,C3
0 days 00:57:09.496000,NOR,4,0 days 00:01:50.274000,12.0,3.0,,0 days 00:57:07.658000,0 days 00:00:34.999000,0 days 00:00:46.050000,0 days 00:00:29.225000,0 days 00:55:54.221000,0 days 00:56:40.271000,0 days 00:57:09.496000,186.0,218.0,,234.0,False,SOFT,4.0,True,McLaren,0 days 00:55:19.222000,,1,,,,False,False,110.274,FP1,2023,Bahrain Grand Prix,C3
0 days 01:05:09.373000,NOR,4,,13.0,4.0,0 days 01:03:16.448000,,,0 days 00:00:44.185000,0 days 00:00:24.765000,,0 days 01:04:44.697000,0 days 01:05:09.384000,230.0,225.0,275.0,200.0,False,SOFT,5.0,False,McLaren,0 days 00:57:09.496000,,1,,,,False,False,,FP1,2023,Bahrain Grand Prix,C3
0 days 01:06:49.177000,NOR,4,0 days 00:01:39.804000,14.0,4.0,,,0 days 00:00:31.464000,0 days 00:00:43.675000,0 days 00:00:24.665000,0 days 01:05:40.837000,0 days 01:06:24.512000,0 days 01:06:49.177000,231.0,226.0,273.0,293.0,False,SOFT,6.0,False,McLaren,0 days 01:05:09.373000,,1,,,,False,True,99.804,FP1,2023,Bahrain Grand Prix,C3
0 days 01:08:29.127000,NOR,4,0 days 00:01:39.950000,15.0,4.0,,,0 days 00:00:31.612000,0 days 00:00:43.816000,0 days 00:00:24.522000,0 days 01:07:20.789000,0 days 01:08:04.605000,0 days 01:08:29.127000,232.0,232.0,274.0,288.0,False,SOFT,7.0,False,McLaren,0 days 01:06:49.177000,,1,,,,False,True,99.95,FP1,2023,Bahrain Grand Prix,C3
0 days 01:10:09.503000,NOR,4,0 days 00:01:40.376000,16.0,4.0,,,0 days 00:00:31.751000,0 days 00:00:43.961000,0 days 00:00:24.664000,0 days 01:09:00.878000,0 days 01:09:44.839000,0 days 01:10:09.503000,230.0,226.0,274.0,284.0,False,SOFT,8.0,False,McLaren,0 days 01:08:29.127000,,1,,,,False,True,100.376,FP1,2023,Bahrain Grand Prix,C3
0 days 01:11:49.199000,NOR,4,0 days 00:01:39.696000,17.0,4.0,,,0 days 00:00:31.629000,0 days 00:00:43.309000,0 days 00:00:24.758000,0 days 01:10:41.132000,0 days 01:11:24.441000,0 days 01:11:49.199000,229.0,242.0,283.0,292.0,False,SOFT,9.0,False,McLaren,0 days 01:10:09.503000,,1,,,,False,True,99.696,FP1,2023,Bahrain Grand Prix,C3
0 days 01:13:28.941000,NOR,4,0 days 00:01:39.742000,18.0,4.0,,,0 days 00:00:31.408000,0 days 00:00:43.501000,0 days 00:00:24.833000,0 days 01:12:20.607000,0 days 01:13:04.108000,0 days 01:13:28.941000,224.0,228.0,272.0,313.0,False,SOFT,10.0,False,McLaren,0 days 01:11:49.199000,,12,,,,False,True,99.742,FP1,2023,Bahrain Grand Prix,C3
0 days 01:15:08.444000,NOR,4,0 days 00:01:39.503000,19.0,4.0,,,0 days 00:00:31.563000,0 days 00:00:43.225000,0 days 00:00:24.715000,0 days 01:14:00.504000,0 days 01:14:43.729000,0 days 01:15:08.444000,227.0,232.0,272.0,290.0,False,SOFT,11.0,False,McLaren,0 days 01:13:28.941000,,1,,,,False,True,99.503,FP1,2023,Bahrain Grand Prix,C3
0 days 01:17:13.152000,NOR,4,0 days 00:02:04.708000,20.0,4.0,,,0 days 00:00:31.768000,0 days 00:00:52.744000,0 days 00:00:40.196000,0 days 01:15:40.212000,0 days 01:16:32.956000,0 days 01:17:13.152000,224.0,166.0,60.0,285.0,False,SOFT,12.0,False,McLaren,0 days 01:15:08.444000,,1,,,,False,True,124.708,FP1,2023,Bahrain Grand Prix,C3
0 days 01:19:34.635000,NOR,4,0 days 00:02:21.483000,21.0,4.0,,0 days 01:19:32.790000,0 days 00:01:06.773000,0 days 00:00:46.187000,0 days 00:00:28.523000,0 days 01:18:19.925000,0 days 01:19:06.112000,0 days 01:19:34.635000,225.0,184.0,,253.0,False,SOFT,13.0,False,McLaren,0 days 01:17:13.152000,,1,,,,False,False,141.483,FP1,2023,Bahrain Grand Prix,C3
0 days 00:18:05.265000,GAS,10,,1.0,1.0,0 days 00:16:04.343000,,,0 days 00:00:56.024000,0 days 00:00:28.051000,,0 days 00:17:37.357000,0 days 00:18:05.341000,142.0,183.0,279.0,181.0,False,MEDIUM,1.0,True,Alpine,0 days 00:16:04.343000,,1,,,,False,False,,FP1,2023,Bahrain Grand Prix,C2
